"날짜","현재가","오픈","고가","저가","거래량","변동 %"
"2017년 05월 19일","1,962.0","1,881.0","1,969.7","1,875.3","98.76K","4.31%"
"2017년 05월 18일","1,881.0","1,801.3","1,980.5","1,791.1","73.10K","4.42%"
"2017년 05월 17일","1,801.3","1,729.3","1,842.8","1,704.0","94.62K","4.16%"
"2017년 05월 16일","1,729.3","1,708.9","1,752.6","1,653.7","75.54K","1.19%"
"2017년 05월 15일","1,708.9","1,772.6","1,776.7","1,656.8","80.24K","-3.59%"
"2017년 05월 14일","1,772.6","1,763.7","1,802.8","1,736.1","40.64K","0.50%"
"2017년 05월 13일","1,763.7","1,686.4","1,770.5","1,594.6","75.47K","4.59%"
"2017년 05월 12일","1,686.4","1,819.3","1,822.5","1,641.2","109.34K","-7.31%"
"2017년 05월 11일","1,819.3","1,752.3","1,864.8","1,741.5","109.01K","3.82%"
"2017년 05월 10일","1,752.3","1,697.5","1,766.2","1,665.0","89.68K","3.23%"
"2017년 05월 09일","1,697.5","1,664.5","1,757.4","1,620.0","127.23K","1.98%"
"2017년 05월 08일","1,664.5","1,554.4","1,667.7","1,552.9","107.23K","7.08%"
"2017년 05월 07일","1,554.4","1,545.3","1,572.9","1,495.2","71.36K","0.59%"
"2017년 05월 06일","1,545.3","1,507.8","1,560.4","1,503.9","59.60K","2.49%"
"2017년 05월 05일","1,507.8","1,516.8","1,588.1","1,485.0","120.38K","-0.59%"
"2017년 05월 04일","1,516.8","1,485.6","1,609.8","1,437.1","136.71K","2.10%"
"2017년 05월 03일","1,485.6","1,445.9","1,496.4","1,424.1","81.72K","2.74%"
"2017년 05월 02일","1,445.9","1,415.8","1,471.1","1,394.8","70.01K","2.13%"
"2017년 05월 01일","1,415.8","1,351.9","1,448.7","1,342.8","100.44K","4.73%"
"2017년 04월 30일","1,351.9","1,336.3","1,358.9","1,309.7","40.64K","1.17%"
"2017년 04월 29일","1,336.3","1,329.6","1,343.7","1,314.2","40.97K","0.50%"
"2017년 04월 28일","1,329.6","1,332.9","1,356.2","1,287.6","77.57K","-0.25%"
"2017년 04월 27일","1,332.9","1,286.6","1,346.8","1,285.3","61.77K","3.60%"
"2017년 04월 26일","1,286.6","1,264.3","1,309.2","1,263.0","58.91K","1.77%"
"2017년 04월 25일","1,264.3","1,248.2","1,272.6","1,244.2","43.89K","1.29%"
"2017년 04월 24일","1,248.2","1,249.1","1,256.4","1,234.9","38.54K","-0.08%"
"2017년 04월 23일","1,249.1","1,240.9","1,256.2","1,223.1","42.61K","0.66%"
"2017년 04월 22일","1,240.9","1,249.6","1,257.0","1,215.8","43.82K","-0.70%"
"2017년 04월 21일","1,249.6","1,238.1","1,257.0","1,235.6","41.34K","0.93%"
"2017년 04월 20일","1,238.1","1,215.2","1,246.6","1,210.7","55.20K","1.88%"
"2017년 04월 19일","1,215.2","1,206.1","1,218.2","1,194.1","43.35K","0.76%"
"2017년 04월 18일","1,206.1","1,194.0","1,213.9","1,191.1","52.75K","1.01%"
"2017년 04월 17일","1,194.0","1,176.8","1,203.0","1,172.8","46.48K","1.46%"
"2017년 04월 16일","1,176.8","1,177.0","1,188.0","1,166.7","18.93K","-0.02%"
"2017년 04월 15일","1,177.0","1,177.3","1,194.8","841.5","28.39K","-0.03%"
"2017년 04월 14일","1,177.3","1,176.2","1,195.4","1,162.2","47.22K","0.10%"
"2017년 04월 13일","1,176.2","1,212.5","1,218.7","1,150.3","66.05K","-3.00%"
"2017년 04월 12일","1,212.5","1,220.7","1,225.5","1,207.4","44.78K","-0.67%"
"2017년 04월 11일","1,220.7","1,206.7","1,229.6","1,195.8","37.40K","1.16%"
"2017년 04월 10일","1,206.7","1,204.3","1,214.9","1,194.8","40.01K","0.20%"
"2017년 04월 09일","1,204.3","1,180.8","1,215.1","1,174.0","45.35K","2.00%"
"2017년 04월 08일","1,180.8","1,190.5","1,198.2","1,166.7","33.18K","-0.82%"
"2017년 04월 07일","1,190.5","1,188.7","1,201.2","1,173.2","59.75K","0.15%"
"2017년 04월 06일","1,188.7","1,129.9","1,201.6","1,130.5","92.36K","5.21%"
"2017년 04월 05일","1,129.9","1,141.8","1,143.8","1,110.1","69.47K","-1.04%"
"2017년 04월 04일","1,141.8","1,147.6","1,161.2","1,122.2","71.00K","-0.50%"
"2017년 04월 03일","1,147.6","1,097.4","1,157.9","1,095.6","98.50K","4.57%"
"2017년 04월 02일","1,097.4","1,086.1","1,109.5","1,074.2","70.98K","1.04%"
"2017년 04월 01일","1,086.1","1,079.1","1,103.7","1,067.5","50.66K","0.65%"
"2017년 03월 31일","1,079.1","1,037.9","1,088.2","1,035.2","90.99K","3.97%"
"2017년 03월 30일","1,037.9","1,041.9","1,052.7","1,020.9","74.99K","-0.38%"
"2017년 03월 29일","1,041.9","1,044.4","1,058.7","1,008.3","68.85K","-0.24%"
"2017년 03월 28일","1,044.4","1,045.1","1,068.4","1,015.5","80.00K","-0.07%"
"2017년 03월 27일","1,045.1","969.4","1,048.8","961.8","91.26K","7.81%"
"2017년 03월 26일","969.4","966.3","1,004.3","946.7","85.33K","0.32%"
"2017년 03월 25일","966.3","939.7","996.0","890.4","127.05K","2.83%"
"2017년 03월 24일","939.7","1,035.0","1,038.4","927.3","132.60K","-9.21%"
"2017년 03월 23일","1,035.0","1,044.7","1,062.8","1,022.0","56.52K","-0.93%"
"2017년 03월 22일","1,044.7","1,121.3","1,121.9","997.8","115.29K","-6.83%"
"2017년 03월 21일","1,121.3","1,047.5","1,125.5","1,043.9","92.59K","7.04%"
"2017년 03월 20일","1,047.5","1,022.6","1,057.5","1,005.0","61.43K","2.44%"
"2017년 03월 19일","1,022.6","971.4","1,063.7","967.3","106.45K","5.27%"
"2017년 03월 18일","971.4","1,071.7","1,103.6","940.2","210.42K","-9.36%"
"2017년 03월 17일","1,071.7","1,172.9","1,174.9","1,063.5","163.74K","-8.63%"
"2017년 03월 16일","1,172.9","1,253.4","1,260.2","1,119.0","132.77K","-6.43%"
"2017년 03월 15일","1,253.4","1,243.1","1,256.9","1,236.4","43.59K","0.83%"
"2017년 03월 14일","1,243.1","1,238.2","1,255.5","1,218.4","45.14K","0.40%"
"2017년 03월 13일","1,238.2","1,225.1","1,245.6","1,205.6","60.46K","1.07%"
"2017년 03월 12일","1,225.1","1,179.2","1,235.5","1,160.9","44.41K","3.89%"
"2017년 03월 11일","1,179.2","1,112.4","1,202.7","1,104.8","70.75K","6.01%"
"2017년 03월 10일","1,112.4","1,191.3","1,330.4","988.7","190.47K","-6.63%"
"2017년 03월 09일","1,191.3","1,147.0","1,207.0","1,129.3","59.86K","3.87%"
"2017년 03월 08일","1,147.0","1,232.7","1,242.0","1,136.9","97.88K","-6.95%"
"2017년 03월 07일","1,232.7","1,277.0","1,280.9","1,148.7","87.72K","-3.47%"
"2017년 03월 06일","1,277.0","1,271.2","1,280.6","1,261.0","31.03K","0.46%"
"2017년 03월 05일","1,271.2","1,264.3","1,273.3","1,242.1","25.43K","0.55%"
"2017년 03월 04일","1,264.3","1,283.3","1,285.8","1,228.7","38.42K","-1.48%"
"2017년 03월 03일","1,283.3","1,255.5","1,291.3","1,250.8","67.28K","2.22%"
"2017년 03월 02일","1,255.5","1,222.7","1,287.0","1,212.0","78.49K","2.68%"
"2017년 03월 01일","1,222.7","1,189.3","1,225.0","1,154.6","51.15K","2.81%"
"2017년 02월 28일","1,189.3","1,188.8","1,208.2","1,175.8","50.58K","0.04%"
"2017년 02월 27일","1,188.8","1,171.6","1,195.8","1,164.3","35.47K","1.47%"
"2017년 02월 26일","1,171.6","1,149.1","1,177.5","1,130.6","30.77K","1.96%"
"2017년 02월 25일","1,149.1","1,176.5","1,180.0","1,116.2","45.86K","-2.33%"
"2017년 02월 24일","1,176.5","1,171.9","1,211.7","1,092.4","108.17K","0.39%"
"2017년 02월 23일","1,171.9","1,120.5","1,181.6","1,113.5","65.74K","4.59%"
"2017년 02월 22일","1,120.5","1,119.0","1,132.3","1,094.8","47.91K","0.13%"
"2017년 02월 21일","1,119.0","1,077.6","1,123.0","1,073.5","57.05K","3.85%"
"2017년 02월 20일","1,077.6","1,048.9","1,081.8","1,041.0","31.01K","2.73%"
"2017년 02월 19일","1,048.9","1,052.3","1,056.5","1,037.7","17.95K","-0.32%"
"2017년 02월 18일","1,052.3","1,049.4","1,063.2","1,044.7","25.36K","0.27%"
"2017년 02월 17일","1,049.4","1,031.9","1,057.4","1,025.9","45.71K","1.69%"
"2017년 02월 16일","1,031.9","1,008.2","1,040.3","1,007.4","38.08K","2.35%"
"2017년 02월 15일","1,008.2","1,008.3","1,010.9","999.7","23.36K","-0.01%"
"2017년 02월 14일","1,008.3","995.4","1,013.8","986.5","39.54K","1.30%"
"2017년 02월 13일","995.4","996.5","1,007.6","975.1","32.91K","-0.12%"
"2017년 02월 12일","996.5","1,008.3","1,007.8","992.5","14.75K","-1.17%"
"2017년 02월 11일","1,008.3","997.6","1,014.3","983.9","28.32K","1.07%"
"2017년 02월 10일","997.6","979.0","1,005.6","947.0","62.13K","1.91%"
"2017년 02월 09일","979.0","1,055.5","1,073.0","924.7","146.75K","-7.25%"
"2017년 02월 08일","1,055.5","1,049.6","1,069.2","1,020.3","65.15K","0.56%"
"2017년 02월 07일","1,049.6","1,024.7","1,054.1","1,019.9","39.55K","2.43%"
"2017년 02월 06일","1,024.7","1,016.1","1,030.6","1,010.8","32.02K","0.84%"
"2017년 02월 05일","1,016.1","1,031.8","1,033.7","1,004.0","31.06K","-1.53%"
"2017년 02월 04일","1,031.8","1,013.0","1,041.0","1,000.4","39.46K","1.86%"
"2017년 02월 03일","1,013.0","1,004.0","1,023.7","989.2","61.67K","0.90%"
"2017년 02월 02일","1,004.0","982.4","1,009.1","973.5","50.86K","2.19%"
"2017년 02월 01일","982.4","965.5","986.6","959.8","45.22K","1.75%"
"2017년 01월 31일","965.5","920.7","967.5","917.4","54.67K","4.86%"
"2017년 01월 30일","920.7","914.5","922.3","911.5","19.06K","0.68%"
"2017년 01월 29일","914.5","918.5","922.4","912.7","11.05K","-0.43%"
"2017년 01월 28일","918.5","918.0","921.9","912.8","14.31K","0.05%"
"2017년 01월 27일","918.0","915.6","922.6","907.9","30.97K","0.27%"
"2017년 01월 26일","915.6","894.4","919.3","893.5","33.80K","2.36%"
"2017년 01월 25일","894.4","893.8","905.7","883.6","37.90K","0.07%"
"2017년 01월 24일","893.8","921.5","925.6","889.2","58.87K","-3.01%"
"2017년 01월 23일","921.5","918.8","928.0","910.8","32.74K","0.29%"
"2017년 01월 22일","918.8","919.8","938.4","888.6","47.93K","-0.11%"
"2017년 01월 21일","919.8","892.9","928.9","889.5","40.38K","3.02%"
"2017년 01월 20일","892.9","895.2","901.5","878.9","38.87K","-0.26%"
"2017년 01월 19일","895.2","872.0","905.3","870.7","58.44K","2.66%"
"2017년 01월 18일","872.0","899.7","913.7","845.9","69.26K","-3.07%"
"2017년 01월 17일","899.7","827.3","906.4","825.0","82.21K","8.74%"
"2017년 01월 16일","827.3","821.2","836.7","817.7","33.22K","0.75%"
"2017년 01월 15일","821.2","819.6","826.4","808.6","24.40K","0.19%"
"2017년 01월 14일","819.6","824.8","838.9","808.3","44.21K","-0.63%"
"2017년 01월 13일","824.8","810.1","835.0","771.0","89.86K","1.82%"
"2017년 01월 12일","810.1","785.4","828.2","739.5","120.24K","3.14%"
"2017년 01월 11일","785.4","904.4","917.7","751.6","194.44K","-13.15%"
"2017년 01월 10일","904.4","899.8","911.3","890.1","53.71K","0.51%"
"2017년 01월 09일","899.8","900.9","910.5","870.9","62.58K","-0.12%"
"2017년 01월 08일","900.9","888.9","936.1","875.8","76.91K","1.35%"
"2017년 01월 07일","888.9","886.2","900.9","806.7","130.66K","0.31%"
"2017년 01월 06일","886.2","989.3","1,027.4","852.5","194.29K","-10.43%"
"2017년 01월 05일","989.3","1,135.4","1,150.6","874.5","240.01K","-12.86%"
"2017년 01월 04일","1,135.4","1,033.3","1,148.5","1,022.3","156.27K","9.88%"
"2017년 01월 03일","1,033.3","1,017.0","1,035.5","1,006.5","54.79K","1.60%"
"2017년 01월 02일","1,017.0","995.4","1,031.7","990.2","64.95K","2.17%"
"2017년 01월 01일","995.4","963.4","1,001.6","956.1","41.15K","3.33%"
"2016년 12월 31일","963.4","959.0","965.5","942.4","27.56K","0.45%"
"2016년 12월 30일","959.0","971.1","971.6","927.4","70.84K","-1.24%"
"2016년 12월 29일","971.1","972.2","982.6","949.2","61.13K","-0.11%"
"2016년 12월 28일","972.2","925.8","974.5","925.5","77.29K","5.01%"
"2016년 12월 27일","925.8","898.4","937.9","893.4","49.69K","3.05%"
"2016년 12월 26일","898.4","891.1","909.3","885.9","38.79K","0.82%"
"2016년 12월 25일","891.1","891.1","895.2","851.4","42.48K","0.00%"
"2016년 12월 24일","891.1","917.2","920.5","880.8","46.03K","-2.85%"
"2016년 12월 23일","917.2","860.2","920.3","858.0","102.22K","6.63%"
"2016년 12월 22일","860.2","829.2","874.7","828.9","70.56K","3.73%"
"2016년 12월 21일","829.2","799.1","833.1","796.0","65.29K","3.77%"
"2016년 12월 20일","799.1","789.8","800.0","787.1","34.48K","1.18%"
"2016년 12월 19일","789.8","789.0","793.7","786.3","25.46K","0.10%"
"2016년 12월 18일","789.0","787.2","791.3","783.8","14.53K","0.23%"
"2016년 12월 17일","787.2","782.0","791.6","779.4","23.58K","0.65%"
"2016년 12월 16일","782.0","775.2","783.9","773.3","27.61K","0.88%"
"2016년 12월 15일","775.2","776.5","780.3","773.1","26.22K","-0.17%"
"2016년 12월 14일","776.5","778.7","780.8","771.0","24.78K","-0.29%"
"2016년 12월 13일","778.7","778.5","790.3","767.8","33.11K","0.03%"
"2016년 12월 12일","778.5","767.9","781.3","767.9","28.76K","1.38%"
"2016년 12월 11일","767.9","774.0","774.2","763.0","17.14K","-0.79%"
"2016년 12월 10일","774.0","770.5","777.0","769.2","18.02K","0.46%"
"2016년 12월 09일","770.5","768.5","773.5","765.0","24.18K","0.26%"
"2016년 12월 08일","768.5","765.6","773.4","761.2","28.78K","0.38%"
"2016년 12월 07일","765.6","758.2","769.0","754.3","34.87K","0.97%"
"2016년 12월 06일","758.2","754.3","762.5","750.9","33.43K","0.51%"
"2016년 12월 05일","754.3","766.4","769.2","746.0","51.17K","-1.57%"
"2016년 12월 04일","766.4","764.2","769.2","758.8","19.16K","0.28%"
"2016년 12월 03일","764.2","770.9","772.3","755.8","38.45K","-0.87%"
"2016년 12월 02일","770.9","752.6","779.0","752.3","63.22K","2.43%"
"2016년 12월 01일","752.6","742.5","755.5","741.1","54.03K","1.37%"
"2016년 11월 30일","742.5","732.6","745.4","730.6","39.28K","1.36%"
"2016년 11월 29일","732.6","733.3","737.0","727.8","32.57K","-0.10%"
"2016년 11월 28일","733.3","729.4","738.1","727.7","34.12K","0.53%"
"2016년 11월 27일","729.4","734.1","738.3","727.1","21.35K","-0.64%"
"2016년 11월 26일","734.1","740.4","741.0","725.6","22.58K","-0.84%"
"2016년 11월 25일","740.4","735.3","741.3","729.0","28.85K","0.69%"
"2016년 11월 24일","735.3","741.1","744.2","726.2","37.24K","-0.78%"
"2016년 11월 23일","741.1","749.3","750.9","731.3","37.87K","-1.10%"
"2016년 11월 22일","749.3","736.2","754.0","730.6","44.44K","1.79%"
"2016년 11월 21일","736.2","728.5","744.3","726.5","32.51K","1.05%"
"2016년 11월 20일","728.5","747.9","752.3","712.8","47.42K","-2.59%"
"2016년 11월 19일","747.9","747.0","755.3","737.4","25.63K","0.12%"
"2016년 11월 18일","747.0","737.5","751.4","731.0","39.71K","1.28%"
"2016년 11월 17일","737.5","740.3","751.9","730.1","62.77K","-0.37%"
"2016년 11월 16일","740.3","711.1","746.0","708.1","79.57K","4.10%"
"2016년 11월 15일","711.1","704.6","716.9","697.9","41.40K","0.93%"
"2016년 11월 14일","704.6","702.0","708.0","696.1","37.75K","0.37%"
"2016년 11월 13일","702.0","704.3","705.6","685.0","36.14K","-0.33%"
"2016년 11월 12일","704.3","715.0","717.4","701.1","27.60K","-1.50%"
"2016년 11월 11일","715.0","714.6","719.8","711.7","25.58K","0.06%"
"2016년 11월 10일","714.6","721.4","723.0","707.3","33.33K","-0.95%"
"2016년 11월 09일","721.4","710.9","741.2","707.1","70.70K","1.48%"
"2016년 11월 08일","710.9","705.4","714.6","701.0","39.73K","0.78%"
"2016년 11월 07일","705.4","709.9","711.7","698.3","30.74K","-0.64%"
"2016년 11월 06일","709.9","702.1","714.1","697.6","25.81K","1.11%"
"2016년 11월 05일","702.1","702.1","706.4","694.0","22.02K","0.00%"
"2016년 11월 04일","702.1","684.9","706.6","681.3","48.24K","2.51%"
"2016년 11월 03일","684.9","733.5","744.4","670.4","96.41K","-6.63%"
"2016년 11월 02일","733.5","726.8","735.8","718.1","39.04K","0.93%"
"2016년 11월 01일","726.8","698.7","734.4","695.2","68.07K","4.02%"
"2016년 10월 31일","698.7","697.3","707.2","682.2","38.05K","0.20%"
"2016년 10월 30일","697.3","715.0","714.9","689.5","39.33K","-2.47%"
"2016년 10월 29일","715.0","686.2","720.2","685.2","54.03K","4.18%"
"2016년 10월 28일","686.2","682.3","688.4","678.6","38.97K","0.58%"
"2016년 10월 27일","682.3","674.7","687.9","672.3","46.56K","1.13%"
"2016년 10월 26일","674.7","651.0","678.4","651.4","47.67K","3.64%"
"2016년 10월 25일","651.0","650.5","662.5","647.7","36.74K","0.08%"
"2016년 10월 24일","650.5","653.0","654.3","645.7","33.24K","-0.39%"
"2016년 10월 23일","653.0","655.5","661.2","648.8","21.91K","-0.37%"
"2016년 10월 22일","655.5","630.5","659.9","629.7","37.10K","3.97%"
"2016년 10월 21일","630.5","628.3","633.3","627.6","28.09K","0.34%"
"2016년 10월 20일","628.3","629.1","630.8","625.5","20.94K","-0.11%"
"2016년 10월 19일","629.1","635.3","637.3","624.1","35.29K","-0.99%"
"2016년 10월 18일","635.3","637.4","639.3","632.2","24.60K","-0.32%"
"2016년 10월 17일","637.4","640.1","641.3","634.9","27.69K","-0.43%"
"2016년 10월 16일","640.1","637.0","642.2","636.4","12.89K","0.49%"
"2016년 10월 15일","637.0","637.9","641.4","635.1","12.38K","-0.14%"
"2016년 10월 14일","637.9","635.6","640.5","630.7","31.42K","0.37%"
"2016년 10월 13일","635.6","636.0","639.5","632.3","25.62K","-0.06%"
"2016년 10월 12일","636.0","640.5","642.5","632.2","26.95K","-0.70%"
"2016년 10월 11일","640.5","617.3","642.3","615.6","55.77K","3.75%"
"2016년 10월 10일","617.3","615.8","618.8","612.8","25.23K","0.25%"
"2016년 10월 09일","615.8","617.7","618.3","613.0","13.43K","-0.30%"
"2016년 10월 08일","617.7","616.0","619.6","614.9","13.62K","0.26%"
"2016년 10월 07일","616.0","611.0","619.4","609.1","32.73K","0.83%"
"2016년 10월 06일","611.0","611.8","612.7","608.5","21.63K","-0.14%"
"2016년 10월 05일","611.8","609.0","613.7","608.0","23.40K","0.47%"
"2016년 10월 04일","609.0","611.6","612.7","606.5","24.99K","-0.43%"
"2016년 10월 03일","611.6","610.7","613.2","608.5","21.95K","0.15%"
